N=194124, N_branch=500, dt_b=-0.0001, dt_f=0.0001, rtol=1e-9
T_min=0, T_max_b=-6.283185307179586, T_max_f=12.566370614359172, ZOOM=False
Features: normalized position and unit tangent blocks.
Perigee: first noninitial geocentric minimum outside lunar SOI within each interval, before any detected surface entry.
Frame: geocentric inertial axes coincident with synodic axes at t=0.
STD: ddof=0; w statistics use offsets from the cluster circular mean (angle_origin_deg).
angle_resultant: 1=concentrated directions; 0=no defined mean direction. Broad angular clouds require caution with linearized moments.
NaN: missing event, undefined parameter/statistic, or missing representative parameter.

K=10, STD=0.01603226725
n = trajectories per cluster; conditions overlap.
n = 1: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 10: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 100: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)

K=10, phase=backward, parameter=a [km]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
92 220873 824 0 824 nan nan nan nan nan nan nan nan nan nan nan nan nan
93 163823 2 0 2 nan nan nan nan nan nan nan nan nan nan nan nan nan
94 23823 225 225 0 0.6281614348 2.115810191 -4.43120861 2.212729486 6.643938096 -5.966157942 4.480537151 10.44669509 -0.9474810486 4.858946531 6.393895863 201.3443802 0.9993184234
95 35105 169 169 0 -0.2760633743 1.419886525 -1.371133351 4.587936663 5.959070015 -1.61900069 5.720589758 7.339590449 2.303284089 5.142988364 6.275641459 208.7865534 0.9996930701
96 28143 39 39 0 -1.622730599 6.88668411 -4.501718138 19.92221868 24.42393682 -5.141081391 20.74619052 25.88727191 2.538403121 20.75178384 21.57575567 195.7558059 0.9928404155
97 168435 8636 0 8636 nan nan nan nan nan nan nan nan nan nan nan nan nan
98 168245 1951 0 1951 nan nan nan nan nan nan nan nan nan nan nan nan nan
99 9696 366 366 0 0.6903084423 5.884786999 -11.16589597 7.965298871 19.13119484 -15.02395025 10.45635325 25.48030351 -0.4891314782 13.56843561 17.4264899 190.5354052 0.9947367407
100 70703 1 1 0 2.842170943e-14 0 2.842170943e-14 2.842170943e-14 0 2.842170943e-14 2.842170943e-14 0 nan 0 0 187.9468162 1
101 193873 4 0 4 nan nan nan nan nan nan nan nan nan nan nan nan nan
102 36610 10 10 0 0.1559775552 1.184274959 -1.6746336 1.678210783 3.352844383 -1.867098397 2.007659027 3.874757424 -0.08293941427 1.967296145 2.23655304 192.8380489 0.999786401
103 130521 270 0 270 nan nan nan nan nan nan nan nan nan nan nan nan nan
104 28477 23 23 0 5.015367899 13.6688061 -29.16231601 14.51095419 43.6732702 -30.34708992 14.65378911 45.00087903 -1.016835183 37.06085455 38.24562846 200.3032858 0.9719168867
105 28252 11 11 0 -5.396495208 17.53742538 -20.91313118 26.18376878 47.09689996 -21.20219863 26.74313322 47.94533185 0.3329531186 39.86102468 40.15009213 189.1459181 0.9537379708
106 20506 235 235 0 0.7689791796 2.522027827 -5.19833676 2.858674835 8.057011595 -7.881596556 4.079136713 11.96073327 -1.029427709 6.113883929 8.797143725 200.2138875 0.9990317362
107 215835 235 0 235 nan nan nan nan nan nan nan nan nan nan nan nan nan
108 84771 662 662 0 2.225770049 10.12008443 -16.16547826 3.948656906 20.11413517 -45.48721013 4.129487563 49.6166977 -4.053222515 18.72632123 48.0480531 212.4874014 0.9851191681
109 57865 1 1 0 2.842170943e-14 0 2.842170943e-14 2.842170943e-14 0 2.842170943e-14 2.842170943e-14 0 nan 0 0 192.0297179 1
110 49984 682 682 0 -1.544390294 5.436611626 -6.053400028 11.09565263 17.14905266 -6.593280829 14.88621753 21.47949835 0.8651481974 12.92869013 16.71925503 188.8289543 0.9955076637
111 73614 56 56 0 1.479313733 5.146008364 -16.19103154 2.592815267 18.78384681 -16.92757165 3.186482456 20.11405411 -2.907457044 17.53232132 18.26886143 212.7037825 0.9959914365
112 162668 13 0 13 nan nan nan nan nan nan nan nan nan nan nan nan nan
113 127571 112 0 112 nan nan nan nan nan nan nan nan nan nan nan nan nan
114 31689 59 59 0 1.013510539 2.050704907 -3.813179863 1.76434912 5.577528983 -6.456042512 1.878479075 8.334521587 -1.280210391 5.334276534 7.977139183 204.261934 0.9993597346
115 31230 4 4 0 -0.03440833836 0.3563278303 -0.4029481581 0.4511215753 0.8540697334 -0.4384870059 0.5073057337 0.9457927396 0.386672547 0.9102538919 0.9457927396 205.5950463 0.9999806615
116 36859 99 99 0 -1.504277407 6.417263641 -2.618438425 14.75471736 17.37315578 -19.46740052 19.3590982 38.82649872 0.7598144931 17.47821201 21.23651611 191.9996424 0.9937683114
117 29732 77 77 0 -2.320022851 8.730271785 -5.80653873 19.62225207 25.4287908 -29.47084486 19.8205523 49.29139715 1.037632293 22.15487503 26.96406869 196.8735977 0.988506861
118 216023 1372 0 1372 nan nan nan nan nan nan nan nan nan nan nan nan nan
119 21252 2346 2346 0 0.3045406328 1.726119624 -3.011146285 2.457499129 5.468645414 -4.903479042 3.005055521 7.908534563 -0.3819056099 4.938241957 6.830574713 191.2052571 0.9995462753
120 71952 3 0 3 nan nan nan nan nan nan nan nan nan nan nan nan nan
121 32460 225 225 0 1.022583568 4.989176247 -2.313514585 2.536223325 4.849737909 -26.97144907 2.649683071 29.62113215 -4.754148341 4.037156234 28.69509072 193.929299 0.9962694488
122 163368 796 0 796 nan nan nan nan nan nan nan nan nan nan nan nan nan
123 50865 113 113 0 -2.965203494 5.232812604 -3.684193105 8.282582419 11.96677552 -20.00875684 9.144338503 29.15309534 0.2417341996 11.43099903 16.910795 193.7312389 0.995838907
124 18323 3 3 0 9.012126922 15.79080287 -19.21890855 12.53563529 31.75454384 -22.35569027 12.92713622 35.28282649 -1.652541723 28.6225364 31.36781719 191.4669353 0.9623836722
125 125845 2117 0 2117 nan nan nan nan nan nan nan nan nan nan nan nan nan
126 28055 3 3 0 1.54973992 3.43045983 -4.126892874 3.03882913 7.165722004 -4.757629851 3.204283487 7.961913338 -1.434791917 7.331176361 7.961913338 201.6023455 0.998208426
127 6253 1459 1459 0 0.07566371147 1.11351882 -1.597248448 1.154937329 2.752185777 -2.109276379 13.45768593 15.56696231 4.049260695 1.68566344 13.39953788 180.391094 0.9998114316
128 195782 11 0 11 nan nan nan nan nan nan nan nan nan nan nan nan nan
129 127306 425 0 425 nan nan nan nan nan nan nan nan nan nan nan nan nan
130 54455 53 53 0 0.1443607321 0.4994006426 -0.8343143827 0.5855859616 1.419900344 -0.8893579951 0.6187038625 1.508061858 -0.5494586912 0.9786751148 1.033718727 216.6467002 0.9999620145
131 127187 3 0 3 nan nan nan nan nan nan nan nan nan nan nan nan nan
132 30253 1 1 0 0 0 0 0 0 0 0 0 nan 0 0 186.5167492 1
133 65426 7 7 0 -1.015092796 1.641633628 -1.69297115 2.534437078 4.227408228 -1.911319183 2.779324666 4.69064385 0.7670551448 3.549529874 3.794417462 194.1371626 0.9995895848
134 48586 230 230 0 0.9841233919 6.964157418 -17.93783691 9.253374246 27.19121116 -19.68833519 18.70613716 38.39447236 -1.382415681 18.45932884 20.20982713 190.8322344 0.9926628954
135 39542 5564 5564 0 -1.403538077 4.766168009 -5.714021802 8.987393539 14.70141534 -8.409190596 14.35538822 22.76457882 0.8273456349 9.529578145 14.89757283 201.8343592 0.9965449895
136 175056 12459 0 12459 nan nan nan nan nan nan nan nan nan nan nan nan nan
137 80916 1868 1868 0 -0.09289351668 5.622114108 -9.021563268 9.145505698 18.16706897 -11.54263146 10.95979765 22.5024291 0.0144122487 9.955485321 12.41412423 191.3965415 0.9951936495
138 99635 347 347 0 1.079437338 3.678393686 -7.163211587 4.092620968 11.25583255 -10.02444178 4.193522187 14.21796396 -0.7595069924 8.425082883 11.28631307 213.1464323 0.9979409324
139 106206 11 11 0 -0.2861743455 5.140045296 -7.304668426 6.880868842 14.18553727 -8.421713833 7.629062582 16.05077642 -0.0235237972 8.21684151 9.333886917 208.3245205 0.995980594
140 222381 388 0 388 nan nan nan nan nan nan nan nan nan nan nan nan nan
141 78349 80 80 0 1.175884126 7.509912045 -0.7212384057 2.245158405 2.966396811 -45.87512544 3.649460047 49.52458548 -5.645564027 2.195401844 47.34928887 213.027538 0.9918081543
142 41696 22 22 0 -1.180492464 6.982348993 -1.84911144 12.84730478 14.69641622 -21.67992623 15.43716818 37.1170944 -0.3308220301 16.80681079 20.18080369 193.1563509 0.9926326228
143 116362 77 0 77 nan nan nan nan nan nan nan nan nan nan nan nan nan
144 30290 159 159 0 5.837809909 14.8646474 -29.96260376 14.73568297 44.69828673 -32.93069766 15.06058927 47.99128693 -0.8676305819 38.56278421 41.53087811 200.6619397 0.9667948477
145 159615 29 0 29 nan nan nan nan nan nan nan nan nan nan nan nan nan
146 177554 1021 0 1021 nan nan nan nan nan nan nan nan nan nan nan nan nan
147 122402 195 0 195 nan nan nan nan nan nan nan nan nan nan nan nan nan
148 47847 3452 3452 0 -0.4179726153 3.358355773 -4.422130661 4.413591946 8.835722606 -6.276520258 15.39499239 21.67151265 1.364812345 5.961056361 15.42300779 198.2741092 0.9982850798
149 149001 7726 0 7726 nan nan nan nan nan nan nan nan nan nan nan nan nan
150 18540 3 3 0 -0.06330714739 3.222145784 -3.529107363 3.573557744 7.102665107 -3.914196276 3.977653843 7.891850119 0.07222812095 4.021953804 4.040960991 200.5166327 0.998419322
151 26689 82 82 0 2.511596986 12.05500968 -24.30075346 15.53649329 39.83724675 -27.05706556 16.88007653 43.93714209 -0.7882127205 33.28970341 36.0460155 197.4904138 0.9780878835
152 172053 30 0 30 nan nan nan nan nan nan nan nan nan nan nan nan nan
153 116821 7028 0 7028 nan nan nan nan nan nan nan nan nan nan nan nan nan
154 105831 60 60 0 0.3652220386 4.541440985 -5.024814134 6.004862806 11.02967694 -17.09798481 6.668137545 23.76612235 -1.473016667 6.131940469 18.20511114 208.1384685 0.996869825
155 81221 6701 6701 0 -0.1652461056 3.159998387 -4.723003693 5.327284496 10.05028819 -12.0790506 10.02782782 22.10687842 0.43935392 6.64738753 13.81843315 202.8111113 0.9984802328
156 22902 244 244 0 1.890177301 12.67150849 -21.93149705 16.6642507 38.59574775 -24.018767 17.81034348 41.82911048 -0.3330285212 33.91434286 36.0016128 192.861468 0.9757263754
157 60 424 424 0 -19.86231523 23.42746269 -22.279932 26.13292475 48.41285675 -22.43340674 26.30364165 48.73704839 0.1723650338 48.33559306 48.50630996 189.488673 0.9176063437
158 32600 328 328 0 1.09461523 2.599457609 -5.868313589 2.459208139 8.327521728 -8.073395552 2.749398682 10.82279423 -1.367387354 7.111804245 9.316886207 204.8377784 0.9989715189
159 69158 1307 1307 0 -1.281880112 4.232269225 -4.864518679 8.615595256 13.48011394 -5.755014422 11.19232053 16.94733495 0.836940164 8.699705493 11.27643076 192.2873366 0.9972751509
160 159088 9710 0 9710 nan nan nan nan nan nan nan nan nan nan nan nan nan
161 20951 156 156 0 -0.4921120898 2.028387034 -1.799352013 3.805075168 5.604427181 -2.213836548 13.2940657 15.50790225 3.325020664 3.973550761 13.46254129 201.1681944 0.9993745415
162 26779 7 7 0 -0.01315467771 0.8316379724 -1.265315481 0.9811006014 2.246416082 -1.600364392 0.9887233609 2.589087752 -0.7475333283 2.254038842 2.589087752 195.7293638 0.9998946647
163 191721 770 0 770 nan nan nan nan nan nan nan nan nan nan nan nan nan
164 177576 511 0 511 nan nan nan nan nan nan nan nan nan nan nan nan nan
165 28964 142 142 0 0.2244697349 3.470268236 -5.049413273 9.966237093 15.01565037 -7.218564944 11.56472423 18.78328918 1.313237644 10.00044887 11.59893601 204.1751176 0.9981691824
166 174954 338 0 338 nan nan nan nan nan nan nan nan nan nan nan nan nan
167 111384 322 0 322 nan nan nan nan nan nan nan nan nan nan nan nan nan
168 38472 217 217 0 -1.40104363 4.418282215 -1.963132501 12.99317451 14.95630701 -2.040794093 20.63817487 22.67896897 3.28533759 14.48662496 22.13162532 192.2229086 0.9970450588
169 37075 34 34 0 -1.572791061 5.187350233 -3.489523381 15.18012595 18.66964933 -3.514397739 17.4225994 20.93699714 2.630191464 17.21072017 19.45319362 194.0843258 0.9959243829
170 56663 6 0 6 nan nan nan nan nan nan nan nan nan nan nan nan nan
171 30619 21 21 0 1.285933728 6.195402316 -0.8498684138 2.60875902 3.458627434 -27.27636085 2.61792208 29.89428293 -4.328110619 3.458627434 29.88511987 194.8783782 0.9942547874
172 172893 300 0 300 nan nan nan nan nan nan nan nan nan nan nan nan nan
173 105817 602 602 0 1.862305485 7.470126719 -18.77072891 7.404706791 26.1754357 -18.98847086 9.221129665 28.20960052 -1.57218835 22.19721479 22.41495674 207.7001852 0.9915559579
174 29400 192 192 0 0.4753558404 2.063086185 -2.361478032 1.712675462 4.074153494 -9.813896614 2.001421957 11.81531857 -3.177444793 3.203394449 10.65581303 205.3991736 0.9993527397
175 102879 606 606 0 0.4345164083 4.372047134 -7.277165097 6.593119502 13.8702846 -10.20596253 7.565880543 17.77184307 -0.2200604516 7.457265746 10.38606318 197.559692 0.9970915085
176 78351 13 13 0 5.92484631 13.37169171 -24.94116369 7.008180327 31.94934402 -39.73466893 7.053520885 46.78818982 -2.311904567 30.86359754 45.65710279 208.2784351 0.9735117254
177 81723 119 0 119 nan nan nan nan nan nan nan nan nan nan nan nan nan

K=178, phase=forward, parameter=a [km]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
0 87387 11870 11870 0 191694.2637 98809.22295 188128.4049 427448.8267 239320.4219 188019.632 1043429.051 855409.4189 3.863125654 239345.8802 855326.1044 nan nan
1 52545 5 5 0 201259.5206 1105.580768 200762.1628 203242.2177 2480.054964 200683.0203 203249.4348 2566.41443 0.4770035096 1982.697134 1989.914174 nan nan
2 23125 681 2 679 9758861.741 9030257.913 1631629.62 17886093.86 16254464.24 728603.8283 18789119.65 18060515.83 nan nan nan nan nan
3 222301 114 114 0 213900.2404 1513856.121 205117.7134 281535.0947 76417.3813 205009.9387 16453922.65 16248912.71 10.67441927 67664.624 16240052.18 nan nan
4 41470 281 281 0 208272.6465 6817.280537 206700.7707 208985.3096 2284.538835 206341.6674 290782.827 84441.15964 11.6167744 1801.562703 82360.63624 nan nan
5 134930 373 373 0 196924.6052 197014.6183 188694.8408 846420.0563 657725.2155 188356.2119 1114108.26 925752.0486 3.470113026 651013.3392 918701.5433 nan nan
6 4095 12 12 0 208273.221 21851.82212 207867.9305 244012.4837 36144.55313 207833.9535 287295.2488 79461.29527 3.463373766 35804.65634 78990.56061 nan nan
7 27925 848 848 0 216270.6657 7860.918859 202744.2192 230888.6749 28144.45566 200641.1537 233461.2372 32820.08351 0.08728777771 15169.21688 17614.10856 nan nan
8 80483 573 573 0 205026.9636 14496.137 202757.8823 206588.4391 3830.556794 201996.0319 291166.9449 89170.91305 5.50506505 3104.694998 85652.06661 nan nan
9 85560 4156 4156 0 194586.0348 79501.59999 188314.1433 314351.8595 126037.7162 188164.2863 957382.5668 769218.2805 5.506182823 123543.9414 766574.6487 nan nan
10 10805 4495 4495 0 210644.4407 4658.363084 203525.8824 218125.8305 14599.94808 202586.6875 219673.1003 17086.41285 0.04765004132 7929.623245 8736.015771 nan nan
11 179738 223 223 0 191220.6565 52907.97816 188363.0139 302026.5614 113663.5475 188336.9121 574213.1694 385876.2573 4.149816182 112482.3707 384668.9787 nan nan
12 19213 212 212 0 362794.7217 59721.14965 199451.1448 394304.6307 194853.486 189844.4128 563447.8675 373603.4547 -1.592166384 166849.2853 197877.6333 nan nan
13 130487 954 954 0 196152.8383 120856.9052 189112.227 201277.9807 12165.7537 188208.9655 3928762.039 3740553.073 30.84008222 6534.57467 3733813.526 nan nan
14 172168 789 789 0 239762.2893 3614.35843 233000.608 240778.9993 7778.391339 229775.0043 289100.9912 59325.98681 3.243102175 7646.494052 48459.69626 nan nan
15 47256 1638 1638 0 221392.6928 5046.106941 211182.5218 227560.5574 16378.03554 203739.2521 228930.9933 25191.74126 -0.8391911813 9630.188627 17073.45836 nan nan
16 42220 146 134 12 201228.5294 281144.3756 188478.0444 933900.6029 745422.5585 188379.9037 1060999.726 872619.8219 1.31971814 743935.1626 871034.2852 nan nan
17 66531 79 79 0 210951.5001 23926.83193 208013.0671 289728.4816 81715.41453 207717.5978 290667.2668 82949.66899 2.681617201 78699.73324 79638.51841 nan nan
18 124736 8042 8042 0 200384.0328 4415.640525 191717.4146 205685.9655 13968.55091 189672.3723 206427.3002 16754.92793 -0.4172137317 8579.402263 10624.44453 nan nan
19 31656 107 107 0 201939.2484 1347.421489 200776.4378 205118.6927 4342.254821 200728.3962 206189.4508 5461.054599 0.9555246892 3643.869761 4714.627865 nan nan
20 110545 857 857 0 218842.9625 5295.711191 211286.571 227894.7537 16608.1827 205641.9386 232925.2966 27283.35802 0.03695810916 9551.032957 13980.22515 nan nan
21 26707 71 71 0 645802.8864 252241.6135 190294.3336 1007757.189 817462.8555 189482.7134 1083662.018 894179.3042 -0.3818921809 555166.2786 555977.8988 nan nan
22 34967 229 229 0 211338.5086 15120.85316 209210.9335 214710.9526 5500.019105 208958.4106 285899.8067 76941.39617 4.415438888 3738.353006 74927.20715 nan nan
23 160198 246 246 0 203746.6668 836813.7989 203106.0423 204694.4997 1588.457361 202457.4619 9903671.596 9701214.134 11.05168727 975.595231 9699897.225 nan nan
24 37073 54 54 0 209448.1693 10491.5226 207541.7841 211934.2608 4392.476747 207329.6391 286636.6773 79307.03825 7.148298895 2762.24613 77464.66261 nan nan
25 148005 83 83 0 197500.3413 1430589.883 188332.1021 4478180.133 4289848.031 188264.6697 5951144.654 5762879.984 2.690123668 4286474.604 5759439.124 nan nan
26 124986 321 321 0 199017.2422 143775.5537 192232.1484 203906.6337 11674.48532 191521.0294 1560781.703 1369260.674 7.293206448 6213.600997 1363047.073 nan nan
27 167957 1 1 0 206642.0602 0 206642.0602 206642.0602 0 206642.0602 206642.0602 0 nan 0 0 nan nan
28 74390 39 39 0 212986.9704 36808.29543 194108.2981 289900.2023 95791.90418 190834.3665 344661.8056 153827.439 2.108624178 68668.59023 123430.1935 nan nan
29 40549 28 28 0 208725.4056 559.7459958 207625.9994 209529.7467 1903.747375 207570.7801 209724.9508 2154.170756 -0.3100691984 1116.955402 1172.17471 nan nan
30 49394 6526 6526 0 199560.4135 43504.73079 189201.7996 222785.4455 33583.6459 188871.8027 1190344.172 1001472.369 16.14931457 22538.39055 990097.1168 nan nan
31 76116 134 134 0 208587.2189 18059.74249 208252.9438 236654.3611 28401.41726 208157.0168 290545.4692 82388.45232 4.070173933 28079.30758 81970.41563 nan nan
32 188938 10273 10273 0 199313.0316 10979.6504 189188.6849 220891.7974 31703.11243 188918.304 291363.4175 102445.1136 1.640733303 21187.23437 91658.85452 nan nan
33 110446 7296 7296 0 212257.9499 19532.74863 197180.3287 219887.2544 22706.92575 188979.9367 963557.609 774577.6723 31.72609311 17120.4189 750038.3891 nan nan
34 13856 1 1 0 302735.8728 0 302735.8728 302735.8728 0 302735.8728 302735.8728 0 nan 0 0 nan nan
35 51586 2262 2262 0 208231.4725 4010.263207 203056.6517 215759.5498 12702.89803 201333.4052 218127.6793 16794.27417 0.3235042587 6761.720025 8926.363172 nan nan
36 30888 126 126 0 237304.2841 1543.372566 234714.9768 239501.0729 4786.096025 233756.1696 239881.5132 6125.343672 -0.1227917358 3573.741623 3954.181988 nan nan
37 206632 380 380 0 204746.8879 1384770.262 188448.237 4958335.418 4769887.181 188334.9515 8775147.526 8586812.575 4.162989836 4643537.172 8460349.28 nan nan
38 36457 5 5 0 236681.2538 998.7856188 235118.5446 237671.2894 2552.744892 234838.1611 237794.2941 2956.132964 -0.8430791656 2060.726294 2341.109716 nan nan
39 36369 225 225 0 209607.8324 13920.16545 208891.7235 210411.6641 1519.940507 206340.7602 286416.2825 80075.52235 5.032195275 3087.064151 76825.25184 nan nan
40 56026 9 9 0 207209.374 34391.2988 206195.028 290048.415 83853.38694 206187.6341 291191.5237 85003.88957 1.620220555 83076.45847 84219.56716 nan nan
41 57058 27 27 0 210410.93 6951.246938 199074.5291 220822.8976 21748.36848 193792.08 234715.4143 40923.33425 1.062227764 16500.10385 23299.53769 nan nan
42 27801 184 184 0 223285.6715 5735.633449 211702.3048 230558.01 18855.70517 206611.1379 231239.7642 24628.62632 -0.6728104411 12554.59495 17645.76187 nan nan
43 31998 48 48 0 210518.0524 15166.3225 209479.4391 216910.9317 7431.492617 209167.2082 291060.468 81893.25973 4.701694192 6447.401193 80596.93745 nan nan
44 53515 123 113 10 201004.7432 755793.1572 189873.341 1333829.503 1143956.162 188390.3736 7296020.845 7107630.472 6.563733338 1138405.384 7100596.727 nan nan
45 23933 1843 1843 0 198762.1656 1626.429799 197009.3795 202183.4335 5174.053963 196652.1518 203239.6955 6587.543747 0.5552568085 4812.459888 5868.721926 nan nan
46 30166 367 367 0 211605.4068 77356.74138 210266.25 213964.8928 3698.642722 188400.7196 1003781.132 815380.4121 8.912479399 5018.204173 792493.7121 nan nan
47 173998 2908 2907 1 191300.5778 155623.8387 188305.6992 349513.9921 161208.2929 188239.9341 5805939.396 5617699.462 29.08317915 160915.6978 5617341.101 nan nan
48 174403 273 273 0 238312.2467 60604.12984 234593.7031 239609.6608 5015.957678 234360.0044 755829.9949 521469.9905 8.121660812 4750.176378 516535.2933 nan nan
49 216003 546 546 0 231364.1211 3029.769203 229306.934 233350.0441 4043.110121 202433.2601 234415.346 31982.08593 -7.737536246 2906.620623 28041.82938 nan nan
50 28821 43 43 0 240828.293 3236.041988 232657.4538 241075.4976 8418.043739 231841.8109 241084.8959 9243.084989 -1.508386485 8340.238285 9155.881173 nan nan
51 30170 49 49 0 211502.7065 6797.569356 208402.9121 226372.8155 17969.90343 207482.778 230556.8977 23074.11978 0.7205480493 15750.56898 19934.65119 nan nan
52 122694 221 221 0 201601.4319 165716.4678 189397.9919 456211.8348 266813.843 188385.2774 1131335.417 942950.1395 4.166082693 257410.4521 932534.0341 nan nan
53 16804 510 510 0 221293.6143 6733.847529 208448.2991 228582.4833 20134.18415 202955.6949 233311.0843 30355.38944 -0.4582068049 20111.59185 25604.19614 nan nan
54 115899 19 19 0 200765.7031 659484.4467 194864.5391 1224844.999 1029980.46 193687.9247 3022654.634 2828966.71 3.502357371 1025458.632 2823268.267 nan nan
55 170158 7581 7581 0 197294.5081 27872.71326 188912.6598 270855.703 81943.04324 188412.8889 399710.5079 211297.619 3.070821317 74431.81085 203286.6157 nan nan
56 55556 90 90 0 210504.0106 6203.119027 203208.4641 219228.7405 16020.2764 203146.9146 221170.3213 18023.40666 0.02042315366 12977.69505 13039.24457 nan nan
57 36175 70 70 0 240091.3878 3064.614124 233517.5845 241028.9061 7511.32151 232501.0065 241054.7475 8553.740947 -0.6247636905 7516.631077 8533.209101 nan nan
58 27030 436 436 0 206250.0934 3361.301476 203397.6242 216600.757 13203.13277 202614.5208 217725.6417 15111.12088 1.72143027 10491.18294 11616.06764 nan nan
59 11167 1239 1239 0 224839.9847 2880.815298 220228.2168 227864.9155 7636.698664 208365.1516 232676.4363 24311.28468 -1.679619238 4815.735341 16433.23525 nan nan
60 81324 712 712 0 1471806.906 497577.3743 1091649.94 2693126.982 1601477.042 1001474.513 3406730.121 2405255.608 1.295439349 943502.6169 1657105.756 nan nan
61 38560 371 371 0 233542.8979 368837.7424 189422.8 1146507.044 957084.2436 189369.5122 2339849.137 2150479.624 1.409974815 568787.9339 1581679.396 nan nan
62 62209 24 24 0 208000.3643 16414.1323 207724.3916 208322.9018 598.5102366 207702.5797 290122.6827 82420.10301 4.897999331 361.8449969 82055.27552 nan nan
63 114503 30 30 0 200373.6258 255513.4585 193467.3393 1039560.535 846093.1953 192167.7289 1076788.051 884620.3223 2.812386848 839781.388 877008.9046 nan nan
64 30409 416 416 0 209845.6366 6984.183526 209720.2636 210462.1945 741.9308557 208005.624 283111.2421 75105.61814 9.672324695 780.4508784 73329.08441 nan nan
65 60813 4627 4627 0 199606.7944 4655.97798 191420.678 206484.7466 15064.06858 189589.2919 207725.0142 18135.72234 -0.167446288 8354.908722 10186.29487 nan nan
66 20721 91 91 0 216607.112 757354.8454 190160.4041 2050955.94 1860795.536 189530.1516 4513902.019 4324371.868 2.951790913 1996734.63 2327186.907 nan nan
67 160778 3 3 0 202842.0809 7486.794613 189820.1724 205113.6266 15293.45422 188373.2937 205366.0206 16992.72691 -1.585586629 15545.84819 16992.72691 nan nan
68 32346 81 81 0 1323603.194 683047.3336 212265.5703 2552164.741 2339899.171 196011.5992 3382844.503 3186832.904 0.2448874079 1399027.121 2229706.883 nan nan
69 56631 49 49 0 237752.6091 14526.86122 231133.3773 280751.0601 49617.68283 227600.0592 282598.1559 54998.09673 2.137180619 41970.88558 43817.98142 nan nan
70 170788 71 71 0 7491720.804 8475750.075 205186.2613 24069973.68 23864787.42 205031.6093 36245110.86 36040079.25 1.267385258 14147692.85 26322830.03 nan nan
71 32567 25 25 0 206865.2114 8921.244109 195414.4814 226128.2492 30713.76772 189947.1119 228581.6251 38634.5132 0.532111898 19446.79338 21900.16935 nan nan
72 129050 44 44 0 196773.7613 545301.2402 188707.9329 203679.6353 14971.70241 188345.5209 3444770.766 3256425.245 5.112059428 8464.494745 3247919.265 nan nan
73 30926 1473 1473 0 199719.9603 1314.955223 198192.5517 202391.2129 4198.661233 197852.0516 203300.1544 5448.102794 0.4745306021 3879.191078 4788.132536 nan nan
74 14588 3 3 0 205757.094 34.70440432 205701.9866 205775.5011 73.51457115 205695.8635 205777.5464 81.68285684 -1.291913973 57.15267569 61.23048751 nan nan
75 81292 47 47 0 237483.1877 1854.966913 234259.9718 239880.6805 5620.708709 233884.0647 240146.804 6262.739384 -0.2105814867 4042.248737 4308.372243 nan nan
76 188981 362 362 0 211619.5822 14415.06501 206160.2439 239022.2325 32861.98861 205672.0793 291553.9528 85881.87349 3.733171014 28203.50158 80735.22188 nan nan
77 122072 8903 8902 1 193980.992 45992.55225 189439.1312 199363.2073 9924.07615 188725.9349 1092195.876 903469.941 16.40447861 6609.288833 899441.9574 nan nan
78 182411 366 366 0 202210.2813 61963.03094 188520.5258 370647.2752 182126.7494 188391.2971 526324.1234 337932.8262 2.171279784 180657.0327 336333.8808 nan nan
79 20892 2482 2482 0 210148.1053 5379.360483 202942.5741 218994.4925 16051.91844 200477.663 220135.4199 19657.7569 0.1076649944 8854.614758 11319.52582 nan nan
80 186177 649 649 0 237397.5931 1057.579761 235709.5307 239002.717 3293.186336 235322.3525 239281.2779 3958.9254 -0.03627794496 2907.859034 3295.037229 nan nan
81 103159 7 7 0 207715.9505 296.0269733 207620.7993 208302.6659 681.8665654 207614.875 208530.7388 915.8638078 2.451217093 687.790866 915.8638078 nan nan
82 67639 202 202 0 207418.8338 14115.76296 206699.2542 207905.6194 1206.365192 206194.4575 290611.8257 84417.36821 5.576518464 705.3892887 83250.9452 nan nan
83 61172 181 181 0 209517.8675 9963.668838 208292.9472 210502.7672 2209.819953 207944.0752 289949.1933 82005.11808 7.599742277 1379.619152 80353.16553 nan nan
84 129036 1803 1803 0 197106.4118 124354.9387 190238.7239 202525.079 12286.35512 188974.5516 2951158.358 2762183.806 12.27068316 6627.724609 2755150.959 nan nan
85 99344 38 38 0 210976.4299 17567.79779 207948.3711 244418.2921 36469.92101 207886.6187 290399.8935 82513.27472 3.390772459 33707.35918 79688.96057 nan nan
86 29030 64 64 0 210011.2215 12414.47931 209465.3816 212128.6793 2663.297663 207750.7768 285281.1408 77530.36403 5.197648334 2953.829995 74572.87264 nan nan
87 47728 465 0 465 nan nan nan nan nan nan nan nan nan nan nan nan nan
88 184492 120 120 0 194561.2113 6951957.153 188314.8568 610714.0714 422399.2145 188218.9593 76282242.54 76094023.58 10.72792459 417991.5336 76089520 nan nan
